"","munic","Processado","Status"
"4893","2200707","Sim","CAR encontrado"
"4894","2200608","Sim","CAR encontrado"
"4895","2200509","Sim","CAR encontrado"
"4896","2200459","Sim","CAR encontrado"
"4897","2200400","Sim","CAR encontrado"
"4898","2200301","Sim","CAR encontrado"
"4899","2200277","Sim","CAR encontrado"
"4900","2200251","Sim","CAR encontrado"
"4901","2200202","Sim","CAR encontrado"
"4902","2200103","Sim","CAR encontrado"
"4903","2200053","Sim","CAR encontrado"
"4904","2114007","Sim","CAR encontrado"
"4905","2113009","Sim","CAR encontrado"
"4906","2112902","Sim","CAR encontrado"
"4907","2112852","Sim","CAR encontrado"
"4908","2112803","Sim","CAR encontrado"
"4909","2112704","Sim","CAR encontrado"
"4910","2112605","Sim","CAR encontrado"
"4911","2112506","Sim","CAR encontrado"
"4912","2112456","Sim","CAR encontrado"
"4913","2112407","Sim","CAR encontrado"
"4914","2112308","Sim","CAR encontrado"
"4915","2112274","Sim","CAR encontrado"
"4916","2112233","Sim","CAR encontrado"
"4917","2112209","Sim","CAR encontrado"
"4918","2112100","Sim","CAR encontrado"
"4919","2112001","Sim","CAR encontrado"
"4920","2111953","Sim","CAR encontrado"
"4921","2111904","Sim","CAR encontrado"
"4922","2111805","Sim","CAR encontrado"
"4923","2111789","Sim","CAR encontrado"
"4924","2111763","Sim","CAR encontrado"
"4925","2111748","Sim","CAR encontrado"
"4926","2111722","Sim","CAR encontrado"
"4927","2111706","Sim","CAR encontrado"
"4928","2111672","Sim","CAR encontrado"
"4929","2111631","Sim","CAR encontrado"
"4930","2111607","Sim","CAR encontrado"
"4931","2111573","Sim","CAR encontrado"
"4932","2111532","Sim","CAR encontrado"
"4933","2111508","Sim","CAR encontrado"
"4934","2111409","Sim","CAR encontrado"
"4935","2111300","Sim","CAR encontrado"
"4936","2111250","Sim","CAR encontrado"
"4937","2111201","Sim","CAR encontrado"
"4938","2111102","Sim","CAR encontrado"
"4939","2111078","Sim","CAR encontrado"
"4940","2111052","Sim","CAR encontrado"
"4941","2111029","Sim","CAR encontrado"
"4942","2111003","Sim","CAR encontrado"
"4943","2110906","Sim","CAR encontrado"
"4944","2110856","Sim","CAR encontrado"
"4945","2110807","Sim","CAR encontrado"
"4946","2110708","Sim","CAR encontrado"
"4947","2110658","Sim","CAR encontrado"
"4948","2110609","Sim","CAR encontrado"
"4949","2110500","Sim","CAR encontrado"
"4950","2110401","Sim","CAR encontrado"
"4951","2110302","Sim","CAR encontrado"
"4952","2110278","Sim","CAR encontrado"
"4953","2110237","Sim","CAR encontrado"
"4954","2110203","Sim","CAR encontrado"
"4955","2110104","Sim","CAR encontrado"
"4956","2110039","Sim","CAR encontrado"
"4957","2110005","Sim","CAR encontrado"
"4958","2109908","Sim","CAR encontrado"
"4959","2109809","Sim","CAR encontrado"
"4960","2109759","Sim","CAR encontrado"
"4961","2109700","Sim","CAR encontrado"
"4962","2109601","Sim","CAR encontrado"
"4963","2109551","Sim","CAR encontrado"
"4964","2109502","Sim","CAR encontrado"
"4965","2109452","Sim","CAR NÃo encontrado"
"4966","2109403","Sim","CAR encontrado"
"4967","2109304","Sim","CAR encontrado"
"4968","2109270","Sim","CAR encontrado"
"4969","2109239","Sim","CAR encontrado"
"4970","2109205","Sim","CAR encontrado"
"4971","2109106","Sim","CAR encontrado"
"4972","2109056","Sim","CAR encontrado"
"4973","2109007","Sim","CAR encontrado"
"4974","2108900","Sim","CAR encontrado"
"4975","2108801","Sim","CAR encontrado"
"4976","2108702","Sim","CAR encontrado"
"4977","2108603","Sim","CAR encontrado"
"4978","2108504","Sim","CAR encontrado"
"4979","2108454","Sim","CAR encontrado"
"4980","2108405","Sim","CAR encontrado"
"4981","2108306","Sim","CAR encontrado"
"4982","2108256","Sim","CAR encontrado"
"4983","2108207","Sim","CAR encontrado"
"4984","2108108","Sim","CAR encontrado"
"4985","2108058","Sim","CAR encontrado"
"4986","2108009","Sim","CAR encontrado"
"4987","2107902","Sim","CAR encontrado"
"4988","2107803","Sim","CAR encontrado"
"4989","2107704","Sim","CAR encontrado"
"4990","2107605","Sim","CAR encontrado"
"4991","2107506","Sim","CAR encontrado"
"4992","2107456","Sim","CAR encontrado"
"4993","2107407","Sim","CAR encontrado"
"4994","2107357","Sim","CAR encontrado"
"4995","2107308","Sim","CAR encontrado"
"4996","2107258","Sim","CAR encontrado"
"4997","2107209","Sim","CAR encontrado"
"4998","2107100","Sim","CAR encontrado"
"4999","2107001","Sim","CAR encontrado"
"5000","2106904","Sim","CAR encontrado"
"5001","2106805","Sim","CAR encontrado"
"5002","2106755","Sim","CAR encontrado"
"5003","2106706","Sim","CAR encontrado"
"5004","2106672","Sim","CAR encontrado"
"5005","2106631","Sim","CAR encontrado"
"5006","2106607","Sim","CAR encontrado"
"5007","2106508","Sim","CAR encontrado"
"5008","2106409","Sim","CAR encontrado"
"5009","2106375","Sim","CAR encontrado"
"5010","2106359","Sim","CAR encontrado"
"5011","2106326","Sim","CAR encontrado"
"5012","2106300","Sim","CAR encontrado"
"5013","2106201","Sim","CAR encontrado"
"5014","2106102","Sim","CAR encontrado"
"5015","2106003","Sim","CAR encontrado"
"5016","2105989","Sim","CAR encontrado"
"5017","2105963","Sim","CAR encontrado"
"5018","2105922","Sim","CAR encontrado"
"5019","2105906","Sim","CAR encontrado"
"5020","2105948","Sim","CAR encontrado"
"5021","2105807","Sim","CAR encontrado"
"5022","2105708","Sim","CAR encontrado"
"5023","2105658","Sim","CAR encontrado"
"5024","2105609","Sim","CAR encontrado"
"5025","2105500","Sim","CAR encontrado"
"5026","2105476","Sim","CAR encontrado"
"5027","2105450","Sim","CAR encontrado"
"5028","2105427","Sim","CAR encontrado"
"5029","2105401","Sim","CAR encontrado"
"5030","2105351","Sim","CAR encontrado"
"5031","2105302","Sim","CAR encontrado"
"5032","2105203","Sim","CAR encontrado"
"5033","2105153","Sim","CAR encontrado"
"5034","2105104","Sim","CAR encontrado"
"5035","2105005","Sim","CAR encontrado"
"5036","2104909","Sim","CAR encontrado"
"5037","2104800","Sim","CAR encontrado"
"5038","2104701","Sim","CAR encontrado"
"5039","2104677","Sim","CAR encontrado"
"5040","2104651","Sim","CAR encontrado"
"5041","2104628","Sim","CAR encontrado"
"5042","2104602","Sim","CAR encontrado"
"5043","2104552","Sim","CAR encontrado"
"5044","2104503","Sim","CAR encontrado"
"5045","2104404","Sim","CAR encontrado"
"5046","2104305","Sim","CAR encontrado"
"5047","2104206","Sim","CAR encontrado"
"5048","2104107","Sim","CAR encontrado"
"5049","2104099","Sim","CAR encontrado"
"5050","2104081","Sim","CAR encontrado"
"5051","2104073","Sim","CAR encontrado"
"5052","2104057","Sim","CAR encontrado"
"5053","2104008","Sim","CAR encontrado"
"5054","2103901","Sim","CAR encontrado"
"5055","2103802","Sim","CAR encontrado"
"5056","2103752","Sim","CAR encontrado"
"5057","2103703","Sim","CAR encontrado"
"5058","2103604","Sim","CAR encontrado"
"5059","2103554","Sim","CAR encontrado"
"5060","2103505","Sim","CAR encontrado"
"5061","2103406","Sim","CAR encontrado"
"5062","2103307","Sim","CAR encontrado"
"5063","2103257","Sim","CAR encontrado"
"5064","2103208","Sim","CAR encontrado"
"5065","2103174","Sim","CAR encontrado"
"5066","2103158","Sim","CAR encontrado"
"5067","2103125","Sim","CAR encontrado"
"5068","2103109","Sim","CAR encontrado"
"5069","2103000","Sim","CAR encontrado"
"5070","2102903","Sim","CAR encontrado"
"5071","2102804","Sim","CAR encontrado"
"5072","2102754","Sim","CAR encontrado"
"5073","2102705","Sim","CAR encontrado"
"5074","2102606","Sim","CAR encontrado"
"5075","2102556","Sim","CAR encontrado"
"5076","2102507","Sim","CAR encontrado"
"5077","2102408","Sim","CAR encontrado"
"5078","2102374","Sim","CAR encontrado"
"5079","2102358","Sim","CAR encontrado"
"5080","2102325","Sim","CAR NÃo encontrado"
"5081","2102309","Sim","CAR encontrado"
"5082","2102200","Sim","CAR encontrado"
"5083","2102150","Sim","CAR encontrado"
"5084","2102101","Sim","CAR encontrado"
"5085","2102077","Sim","CAR encontrado"
"5086","2102036","Sim","CAR encontrado"
"5087","2102002","Sim","CAR encontrado"
"5088","2101970","Sim","CAR encontrado"
"5089","2101939","Sim","CAR encontrado"
"5090","2101905","Sim","CAR encontrado"
"5091","2101806","Sim","CAR encontrado"
"5092","2101731","Sim","CAR encontrado"
"5093","2101772","Sim","CAR encontrado"
"5094","2101707","Sim","CAR encontrado"
"5095","2101608","Sim","CAR encontrado"
"5096","2101509","Sim","CAR encontrado"
"5097","2101400","Sim","CAR encontrado"
"5098","2101350","Sim","CAR encontrado"
"5099","2101301","Sim","CAR encontrado"
"5100","2101251","Sim","CAR encontrado"
"5101","2101202","Sim","CAR encontrado"
"5102","2101103","Sim","CAR encontrado"
"5103","2101004","Sim","CAR encontrado"
"5104","2100956","Sim","CAR encontrado"
"5105","2100907","Sim","CAR encontrado"
"5106","2100873","Sim","CAR encontrado"
"5107","2100832","Sim","CAR encontrado"
"5108","2100808","Sim","CAR encontrado"
"5109","2100709","Sim","CAR encontrado"
"5110","2100600","Sim","CAR encontrado"
"5111","2100550","Sim","CAR encontrado"
"5112","2100501","Sim","CAR encontrado"
"5113","2100477","Sim","CAR encontrado"
"5114","2100436","Sim","CAR encontrado"
"5115","2100402","Sim","CAR encontrado"
"5116","2100303","Sim","CAR encontrado"
"5117","2100204","Sim","CAR encontrado"
"5118","2100154","Sim","CAR encontrado"
"5119","2100105","Sim","CAR encontrado"
"5120","2100055","Sim","CAR encontrado"
"5121","1722107","Sim","CAR encontrado"
"5122","1722081","Sim","CAR encontrado"
"5123","1721307","Sim","CAR encontrado"
"5124","1721257","Sim","CAR encontrado"
"5125","1721208","Sim","CAR encontrado"
"5126","1721109","Sim","CAR encontrado"
"5127","1720978","Sim","CAR encontrado"
"5128","1720937","Sim","CAR encontrado"
"5129","1720903","Sim","CAR encontrado"
"5130","1720853","Sim","CAR encontrado"
"5131","1720804","Sim","CAR encontrado"
"5132","1720655","Sim","CAR encontrado"
"5133","1720499","Sim","CAR encontrado"
"5134","1720309","Sim","CAR encontrado"
"5135","1720259","Sim","CAR encontrado"
"5136","1720200","Sim","CAR encontrado"
"5137","1720150","Sim","CAR encontrado"
"5138","1720101","Sim","CAR encontrado"
"5139","1720002","Sim","CAR encontrado"
"5140","1719004","Sim","CAR encontrado"
"5141","1718907","Sim","CAR encontrado"
"5142","1718899","Sim","CAR encontrado"
"5143","1718881","Sim","CAR encontrado"
"5144","1718865","Sim","CAR encontrado"
"5145","1718840","Sim","CAR encontrado"
"5146","1718808","Sim","CAR encontrado"
"5147","1718758","Sim","CAR encontrado"
"5148","1718709","Sim","CAR encontrado"
"5149","1718659","Sim","CAR encontrado"
"5150","1718550","Sim","CAR encontrado"
"5151","1718501","Sim","CAR encontrado"
"5152","1718451","Sim","CAR encontrado"
"5153","1718402","Sim","CAR encontrado"
"5154","1718303","Sim","CAR encontrado"
"5155","1718204","Sim","CAR encontrado"
"5156","1718006","Sim","CAR encontrado"
"5157","1717909","Sim","CAR encontrado"
"5158","1717800","Sim","CAR encontrado"
"5159","1717503","Sim","CAR encontrado"
"5160","1717206","Sim","CAR encontrado"
"5161","1717008","Sim","CAR encontrado"
"5162","1716653","Sim","CAR encontrado"
"5163","1716604","Sim","CAR encontrado"
"5164","1716505","Sim","CAR encontrado"
"5165","1716307","Sim","CAR encontrado"
"5166","1716208","Sim","CAR encontrado"
"5167","1716109","Sim","CAR encontrado"
"5168","1715754","Sim","CAR encontrado"
"5169","1713809","Sim","CAR encontrado"
"5170","1715705","Sim","CAR encontrado"
"5171","1721000","Sim","CAR encontrado"
"5172","1715507","Sim","CAR encontrado"
"5173","1715259","Sim","CAR encontrado"
"5174","1715150","Sim","CAR encontrado"
"5175","1715101","Sim","CAR encontrado"
"5176","1715002","Sim","CAR encontrado"
"5177","1714880","Sim","CAR encontrado"
"5178","1714302","Sim","CAR encontrado"
"5179","1714203","Sim","CAR encontrado"
"5180","1713957","Sim","CAR encontrado"
"5181","1713700","Sim","CAR encontrado"
"5182","1713601","Sim","CAR encontrado"
"5183","1713304","Sim","CAR encontrado"
"5184","1713205","Sim","CAR encontrado"
"5185","1712801","Sim","CAR encontrado"
"5186","1712702","Sim","CAR encontrado"
"5187","1712504","Sim","CAR encontrado"
"5188","1712454","Sim","CAR encontrado"
"5189","1712405","Sim","CAR encontrado"
"5190","1712157","Sim","CAR encontrado"
"5191","1712009","Sim","CAR encontrado"
"5192","1711951","Sim","CAR encontrado"
"5193","1711902","Sim","CAR encontrado"
"5194","1711803","Sim","CAR encontrado"
"5195","1711506","Sim","CAR encontrado"
"5196","1711100","Sim","CAR encontrado"
"5197","1710904","Sim","CAR encontrado"
"5198","1710706","Sim","CAR encontrado"
"5199","1710508","Sim","CAR encontrado"
"5200","1709807","Sim","CAR encontrado"
"5201","1709500","Sim","CAR encontrado"
"5202","1709302","Sim","CAR encontrado"
"5203","1709005","Sim","CAR encontrado"
"5204","1708304","Sim","CAR encontrado"
"5205","1708254","Sim","CAR encontrado"
"5206","1708205","Sim","CAR encontrado"
"5207","1707702","Sim","CAR encontrado"
"5208","1707652","Sim","CAR encontrado"
"5209","1707553","Sim","CAR encontrado"
"5210","1707405","Sim","CAR encontrado"
"5211","1707306","Sim","CAR encontrado"
"5212","1707207","Sim","CAR encontrado"
"5213","1707108","Sim","CAR encontrado"
"5214","1707009","Sim","CAR encontrado"
"5215","1706506","Sim","CAR encontrado"
"5216","1706258","Sim","CAR encontrado"
"5217","1706100","Sim","CAR encontrado"
"5218","1706001","Sim","CAR encontrado"
"5219","1705607","Sim","CAR encontrado"
"5220","1705557","Sim","CAR encontrado"
"5221","1716703","Sim","CAR encontrado"
"5222","1705508","Sim","CAR encontrado"
"5223","1704600","Sim","CAR encontrado"
"5224","1705102","Sim","CAR encontrado"
"5225","1704105","Sim","CAR encontrado"
"5226","1703909","Sim","CAR encontrado"
"5227","1703891","Sim","CAR encontrado"
"5228","1703883","Sim","CAR encontrado"
"5229","1703867","Sim","CAR encontrado"
"5230","1703842","Sim","CAR encontrado"
"5231","1703826","Sim","CAR encontrado"
"5232","1703800","Sim","CAR encontrado"
"5233","1703701","Sim","CAR encontrado"
"5234","1703602","Sim","CAR encontrado"
"5235","1703305","Sim","CAR encontrado"
"5236","1703206","Sim","CAR encontrado"
"5237","1703107","Sim","CAR encontrado"
"5238","1703073","Sim","CAR encontrado"
"5239","1703057","Sim","CAR encontrado"
"5240","1703008","Sim","CAR encontrado"
"5241","1702901","Sim","CAR encontrado"
"5242","1702703","Sim","CAR encontrado"
"5243","1702554","Sim","CAR encontrado"
"5244","1702406","Sim","CAR encontrado"
"5245","1702307","Sim","CAR encontrado"
"5246","1702208","Sim","CAR encontrado"
"5247","1702158","Sim","CAR encontrado"
"5248","1702109","Sim","CAR encontrado"
"5249","1702000","Sim","CAR encontrado"
"5250","1701903","Sim","CAR encontrado"
"5251","1701309","Sim","CAR encontrado"
"5252","1701101","Sim","CAR encontrado"
"5253","1701051","Sim","CAR encontrado"
"5254","1701002","Sim","CAR encontrado"
"5255","1700707","Sim","CAR encontrado"
"5256","1700400","Sim","CAR encontrado"
"5257","1700350","Sim","CAR encontrado"
"5258","1700301","Sim","CAR encontrado"
"5259","1700251","Sim","CAR encontrado"
"5260","1600808","Sim","CAR encontrado"
"5261","1600709","Sim","CAR encontrado"
"5262","1600055","Sim","CAR encontrado"
"5263","1600600","Sim","CAR encontrado"
"5264","1600550","Sim","CAR encontrado"
"5265","1600535","Sim","CAR encontrado"
"5266","1600154","Sim","CAR encontrado"
"5267","1600501","Sim","CAR encontrado"
"5268","1600402","Sim","CAR encontrado"
"5269","1600303","Sim","CAR encontrado"
"5270","1600279","Sim","CAR encontrado"
"5271","1600253","Sim","CAR encontrado"
"5272","1600238","Sim","CAR encontrado"
"5273","1600212","Sim","CAR encontrado"
"5274","1600204","Sim","CAR encontrado"
"5275","1600105","Sim","CAR encontrado"
"5276","1508407","Sim","CAR encontrado"
"5277","1508357","Sim","CAR encontrado"
"5278","1508308","Sim","CAR encontrado"
"5279","1508209","Sim","CAR encontrado"
"5280","1508159","Sim","CAR encontrado"
"5281","1508126","Sim","CAR encontrado"
"5282","1508100","Sim","CAR encontrado"
"5283","1508084","Sim","CAR encontrado"
"5284","1508050","Sim","CAR encontrado"
"5285","1508035","Sim","CAR encontrado"
"5286","1508001","Sim","CAR encontrado"
"5287","1507979","Sim","CAR encontrado"
"5288","1507961","Sim","CAR encontrado"
"5289","1507953","Sim","CAR encontrado"
"5290","1507904","Sim","CAR encontrado"
"5291","1507805","Sim","CAR encontrado"
"5292","1507755","Sim","CAR encontrado"
"5293","1507706","Sim","CAR encontrado"
"5294","1507607","Sim","CAR encontrado"
"5295","1507508","Sim","CAR encontrado"
"5296","1507474","Sim","CAR encontrado"
"5297","1507466","Sim","CAR encontrado"
"5298","1507458","Sim","CAR encontrado"
"5299","1507409","Sim","CAR encontrado"
"5300","1507300","Sim","CAR encontrado"
"5301","1507201","Sim","CAR encontrado"
"5302","1507151","Sim","CAR encontrado"
"5303","1507102","Sim","CAR encontrado"
"5304","1507003","Sim","CAR encontrado"
"5305","1506906","Sim","CAR encontrado"
"5306","1506807","Sim","CAR encontrado"
"5307","1506708","Sim","CAR encontrado"
"5308","1506609","Sim","CAR encontrado"
"5309","1506583","Sim","CAR encontrado"
"5310","1506559","Sim","CAR encontrado"
"5311","1506500","Sim","CAR encontrado"
"5312","1506401","Sim","CAR encontrado"
"5313","1506351","Sim","CAR encontrado"
"5314","1506302","Sim","CAR encontrado"
"5315","1506203","Sim","CAR encontrado"
"5316","1506195","Sim","CAR encontrado"
"5317","1506187","Sim","CAR encontrado"
"5318","1506161","Sim","CAR encontrado"
"5319","1506138","Sim","CAR encontrado"
"5320","1506112","Sim","CAR encontrado"
"5321","1506104","Sim","CAR encontrado"
"5322","1506005","Sim","CAR encontrado"
"5323","1505908","Sim","CAR encontrado"
"5324","1505809","Sim","CAR encontrado"
"5325","1505700","Sim","CAR encontrado"
"5326","1505650","Sim","CAR encontrado"
"5327","1505635","Sim","CAR encontrado"
"5328","1505601","Sim","CAR encontrado"
"5329","1505551","Sim","CAR encontrado"
"5330","1505536","Sim","CAR encontrado"
"5331","1505502","Sim","CAR encontrado"
"5332","1505494","Sim","CAR encontrado"
"5333","1505486","Sim","CAR encontrado"
"5334","1505437","Sim","CAR encontrado"
"5335","1505403","Sim","CAR encontrado"
"5336","1505304","Sim","CAR encontrado"
"5337","1505205","Sim","CAR encontrado"
"5338","1505106","Sim","CAR encontrado"
"5339","1505064","Sim","CAR encontrado"
"5340","1505031","Sim","CAR encontrado"
"5341","1505007","Sim","CAR encontrado"
"5342","1504976","Sim","CAR encontrado"
"5343","1504950","Sim","CAR encontrado"
"5344","1504901","Sim","CAR encontrado"
"5345","1504802","Sim","CAR encontrado"
"5346","1504752","Sim","CAR encontrado"
"5347","1504703","Sim","CAR encontrado"
"5348","1504604","Sim","CAR encontrado"
"5349","1504505","Sim","CAR encontrado"
"5350","1504455","Sim","CAR encontrado"
"5351","1504422","Sim","CAR encontrado"
"5352","1504406","Sim","CAR encontrado"
