"","munic","Processado","Status"
"2752","3149150","Sim","CAR encontrado"
"2753","3149101","Sim","CAR encontrado"
"2754","3149002","Sim","CAR encontrado"
"2755","3148905","Sim","CAR encontrado"
"2756","3148806","Sim","CAR encontrado"
"2757","3148756","Sim","CAR encontrado"
"2758","3148707","Sim","CAR encontrado"
"2759","3148608","Sim","CAR encontrado"
"2760","3148509","Sim","CAR encontrado"
"2761","3148400","Sim","CAR encontrado"
"2762","3148301","Sim","CAR encontrado"
"2763","3148202","Sim","CAR encontrado"
"2764","3148103","Sim","CAR encontrado"
"2765","3148004","Sim","CAR encontrado"
"2766","3147956","Sim","CAR encontrado"
"2767","3147907","Sim","CAR encontrado"
"2768","3147501","Sim","CAR encontrado"
"2769","3147808","Sim","CAR encontrado"
"2770","3147709","Sim","CAR encontrado"
"2771","3147600","Sim","CAR encontrado"
"2772","3147402","Sim","CAR encontrado"
"2773","3147303","Sim","CAR encontrado"
"2774","3147204","Sim","CAR NÃo encontrado"
"2775","3147006","Sim","CAR NÃo encontrado"
"2776","3147105","Sim","CAR encontrado"
"2777","3146909","Sim","CAR encontrado"
"2778","3146750","Sim","CAR encontrado"
"2779","3146701","Sim","CAR encontrado"
"2780","3146602","Sim","CAR encontrado"
"2781","3146503","Sim","CAR encontrado"
"2782","3146404","Sim","CAR encontrado"
"2783","3146552","Sim","CAR encontrado"
"2784","3146305","Sim","CAR encontrado"
"2785","3146255","Sim","CAR encontrado"
"2786","3146206","Sim","CAR encontrado"
"2787","3146107","Sim","CAR encontrado"
"2788","3146008","Sim","CAR encontrado"
"2789","3145901","Sim","CAR encontrado"
"2790","3145877","Sim","CAR encontrado"
"2791","3145851","Sim","CAR encontrado"
"2792","3145802","Sim","CAR encontrado"
"2793","3145703","Sim","CAR encontrado"
"2794","3145604","Sim","CAR encontrado"
"2795","3145505","Sim","CAR encontrado"
"2796","3145455","Sim","CAR encontrado"
"2797","3145406","Sim","CAR encontrado"
"2798","3145372","Sim","CAR encontrado"
"2799","3145356","Sim","CAR encontrado"
"2800","3145307","Sim","CAR encontrado"
"2801","3136603","Sim","CAR encontrado"
"2802","3145208","Sim","CAR encontrado"
"2803","3145109","Sim","CAR encontrado"
"2804","3145059","Sim","CAR encontrado"
"2805","3145000","Sim","CAR encontrado"
"2806","3144904","Sim","CAR encontrado"
"2807","3144805","Sim","CAR encontrado"
"2808","3144706","Sim","CAR encontrado"
"2809","3144672","Sim","CAR encontrado"
"2810","3144656","Sim","CAR encontrado"
"2811","3144607","Sim","CAR encontrado"
"2812","3144508","Sim","CAR encontrado"
"2813","3144409","Sim","CAR encontrado"
"2814","3144375","Sim","CAR encontrado"
"2815","3144359","Sim","CAR encontrado"
"2816","3144300","Sim","CAR encontrado"
"2817","3144201","Sim","CAR encontrado"
"2818","3144102","Sim","CAR encontrado"
"2819","3144003","Sim","CAR encontrado"
"2820","3143906","Sim","CAR encontrado"
"2821","3143807","Sim","CAR encontrado"
"2822","3143708","Sim","CAR encontrado"
"2823","3143609","Sim","CAR encontrado"
"2824","3143500","Sim","CAR encontrado"
"2825","3143450","Sim","CAR encontrado"
"2826","3143302","Sim","CAR encontrado"
"2827","3143401","Sim","CAR encontrado"
"2828","3143203","Sim","CAR encontrado"
"2829","3143153","Sim","CAR encontrado"
"2830","3143104","Sim","CAR encontrado"
"2831","3143005","Sim","CAR encontrado"
"2832","3142908","Sim","CAR encontrado"
"2833","3142809","Sim","CAR encontrado"
"2834","3142700","Sim","CAR encontrado"
"2835","3142601","Sim","CAR encontrado"
"2836","3142502","Sim","CAR encontrado"
"2837","3142403","Sim","CAR encontrado"
"2838","3142304","Sim","CAR encontrado"
"2839","3142254","Sim","CAR encontrado"
"2840","3142205","Sim","CAR encontrado"
"2841","3142106","Sim","CAR encontrado"
"2842","3142007","Sim","CAR encontrado"
"2843","3141900","Sim","CAR encontrado"
"2844","3141801","Sim","CAR encontrado"
"2845","3141702","Sim","CAR encontrado"
"2846","3141603","Sim","CAR encontrado"
"2847","3141504","Sim","CAR encontrado"
"2848","3141405","Sim","CAR encontrado"
"2849","3141306","Sim","CAR encontrado"
"2850","3141207","Sim","CAR encontrado"
"2851","3141108","Sim","CAR encontrado"
"2852","3141009","Sim","CAR encontrado"
"2853","3140902","Sim","CAR encontrado"
"2854","3140852","Sim","CAR encontrado"
"2855","3140803","Sim","CAR encontrado"
"2856","3171501","Sim","CAR encontrado"
"2857","3140704","Sim","CAR encontrado"
"2858","3140605","Sim","CAR encontrado"
"2859","3140555","Sim","CAR encontrado"
"2860","3140530","Sim","CAR encontrado"
"2861","3140506","Sim","CAR encontrado"
"2862","3140407","Sim","CAR encontrado"
"2863","3140308","Sim","CAR encontrado"
"2864","3140209","Sim","CAR encontrado"
"2865","3140159","Sim","CAR encontrado"
"2866","3140100","Sim","CAR encontrado"
"2867","3140001","Sim","CAR encontrado"
"2868","3139904","Sim","CAR encontrado"
"2869","3139706","Sim","CAR encontrado"
"2870","3139805","Sim","CAR encontrado"
"2871","3139607","Sim","CAR encontrado"
"2872","3139508","Sim","CAR encontrado"
"2873","3139409","Sim","CAR encontrado"
"2874","3139300","Sim","CAR encontrado"
"2875","3139250","Sim","CAR encontrado"
"2876","3139201","Sim","CAR encontrado"
"2877","3139102","Sim","CAR encontrado"
"2878","3139003","Sim","CAR encontrado"
"2879","3138906","Sim","CAR encontrado"
"2880","3138807","Sim","CAR encontrado"
"2881","3138708","Sim","CAR encontrado"
"2882","3138682","Sim","CAR encontrado"
"2883","3138674","Sim","CAR encontrado"
"2884","3138658","Sim","CAR encontrado"
"2885","3138625","Sim","CAR encontrado"
"2886","3138609","Sim","CAR encontrado"
"2887","3138500","Sim","CAR encontrado"
"2888","3138401","Sim","CAR encontrado"
"2889","3138351","Sim","CAR encontrado"
"2890","3138302","Sim","CAR encontrado"
"2891","3138203","Sim","CAR encontrado"
"2892","3138104","Sim","CAR encontrado"
"2893","3138005","Sim","CAR encontrado"
"2894","3137908","Sim","CAR encontrado"
"2895","3137809","Sim","CAR encontrado"
"2896","3137700","Sim","CAR encontrado"
"2897","3137601","Sim","CAR encontrado"
"2898","3137536","Sim","CAR encontrado"
"2899","3137502","Sim","CAR encontrado"
"2900","3137403","Sim","CAR encontrado"
"2901","3137304","Sim","CAR encontrado"
"2902","3137205","Sim","CAR encontrado"
"2903","3137106","Sim","CAR encontrado"
"2904","3137007","Sim","CAR encontrado"
"2905","3136959","Sim","CAR encontrado"
"2906","3136900","Sim","CAR encontrado"
"2907","3136801","Sim","CAR encontrado"
"2908","3136702","Sim","CAR encontrado"
"2909","3136652","Sim","CAR encontrado"
"2910","3136579","Sim","CAR encontrado"
"2911","3136553","Sim","CAR encontrado"
"2912","3136520","Sim","CAR encontrado"
"2913","3136504","Sim","CAR encontrado"
"2914","3136405","Sim","CAR encontrado"
"2915","3136306","Sim","CAR encontrado"
"2916","3136207","Sim","CAR encontrado"
"2917","3136108","Sim","CAR encontrado"
"2918","3136009","Sim","CAR encontrado"
"2919","3135902","Sim","CAR encontrado"
"2920","3135803","Sim","CAR encontrado"
"2921","3135704","Sim","CAR encontrado"
"2922","3135605","Sim","CAR encontrado"
"2923","3135506","Sim","CAR encontrado"
"2924","3135456","Sim","CAR encontrado"
"2925","3135407","Sim","CAR encontrado"
"2926","3135357","Sim","CAR encontrado"
"2927","3135308","Sim","CAR encontrado"
"2928","3135209","Sim","CAR encontrado"
"2929","3135100","Sim","CAR encontrado"
"2930","3135076","Sim","CAR encontrado"
"2931","3135050","Sim","CAR encontrado"
"2932","3135001","Sim","CAR encontrado"
"2933","3134905","Sim","CAR encontrado"
"2934","3134806","Sim","CAR encontrado"
"2935","3134707","Sim","CAR encontrado"
"2936","3134608","Sim","CAR encontrado"
"2937","3134509","Sim","CAR encontrado"
"2938","3134400","Sim","CAR encontrado"
"2939","3134301","Sim","CAR encontrado"
"2940","3134202","Sim","CAR encontrado"
"2941","3134103","Sim","CAR encontrado"
"2942","3134004","Sim","CAR encontrado"
"2943","3133907","Sim","CAR encontrado"
"2944","3133808","Sim","CAR encontrado"
"2945","3133758","Sim","CAR encontrado"
"2946","3133709","Sim","CAR encontrado"
"2947","3133600","Sim","CAR encontrado"
"2948","3133501","Sim","CAR encontrado"
"2949","3133402","Sim","CAR encontrado"
"2950","3133303","Sim","CAR encontrado"
"2951","3133204","Sim","CAR encontrado"
"2952","3133105","Sim","CAR encontrado"
"2953","3133006","Sim","CAR encontrado"
"2954","3132909","Sim","CAR encontrado"
"2955","3132800","Sim","CAR encontrado"
"2956","3132701","Sim","CAR encontrado"
"2957","3132602","Sim","CAR encontrado"
"2958","3132503","Sim","CAR encontrado"
"2959","3132404","Sim","CAR encontrado"
"2960","3132305","Sim","CAR encontrado"
"2961","3132206","Sim","CAR encontrado"
"2962","3132107","Sim","CAR encontrado"
"2963","3132008","Sim","CAR encontrado"
"2964","3131901","Sim","CAR encontrado"
"2965","3131802","Sim","CAR encontrado"
"2966","3131703","Sim","CAR encontrado"
"2967","3131604","Sim","CAR encontrado"
"2968","3131505","Sim","CAR encontrado"
"2969","3131406","Sim","CAR encontrado"
"2970","3131307","Sim","CAR encontrado"
"2971","3131208","Sim","CAR encontrado"
"2972","3131158","Sim","CAR encontrado"
"2973","3131109","Sim","CAR encontrado"
"2974","3131000","Sim","CAR encontrado"
"2975","3130903","Sim","CAR encontrado"
"2976","3130804","Sim","CAR encontrado"
"2977","3130705","Sim","CAR encontrado"
"2978","3130655","Sim","CAR encontrado"
"2979","3130606","Sim","CAR encontrado"
"2980","3130556","Sim","CAR encontrado"
"2981","3130507","Sim","CAR encontrado"
"2982","3130408","Sim","CAR encontrado"
"2983","3130309","Sim","CAR encontrado"
"2984","3130200","Sim","CAR encontrado"
"2985","3130101","Sim","CAR encontrado"
"2986","3130051","Sim","CAR encontrado"
"2987","3130002","Sim","CAR encontrado"
"2988","3129905","Sim","CAR encontrado"
"2989","3129806","Sim","CAR encontrado"
"2990","3129707","Sim","CAR encontrado"
"2991","3129657","Sim","CAR encontrado"
"2992","3129608","Sim","CAR encontrado"
"2993","3129509","Sim","CAR encontrado"
"2994","3129400","Sim","CAR encontrado"
"2995","3129301","Sim","CAR encontrado"
"2996","3129202","Sim","CAR encontrado"
"2997","3129103","Sim","CAR encontrado"
"2998","3129004","Sim","CAR encontrado"
"2999","3128907","Sim","CAR encontrado"
"3000","3128808","Sim","CAR encontrado"
"3001","3128709","Sim","CAR encontrado"
"3002","3128600","Sim","CAR encontrado"
"3003","3128501","Sim","CAR encontrado"
"3004","3128402","Sim","CAR encontrado"
"3005","3128303","Sim","CAR encontrado"
"3006","3128253","Sim","CAR encontrado"
"3007","3128204","Sim","CAR encontrado"
"3008","3128105","Sim","CAR encontrado"
"3009","3128006","Sim","CAR encontrado"
"3010","3127909","Sim","CAR encontrado"
"3011","3127800","Sim","CAR encontrado"
"3012","3127701","Sim","CAR encontrado"
"3013","3127602","Sim","CAR encontrado"
"3014","3127503","Sim","CAR encontrado"
"3015","3127404","Sim","CAR encontrado"
"3016","3127388","Sim","CAR encontrado"
"3017","3127370","Sim","CAR encontrado"
"3018","3127354","Sim","CAR encontrado"
"3019","3127339","Sim","CAR encontrado"
"3020","3127305","Sim","CAR encontrado"
"3021","3127206","Sim","CAR encontrado"
"3022","3127107","Sim","CAR encontrado"
"3023","3127073","Sim","CAR encontrado"
"3024","3127057","Sim","CAR encontrado"
"3025","3127008","Sim","CAR encontrado"
"3026","3126950","Sim","CAR encontrado"
"3027","3126901","Sim","CAR encontrado"
"3028","3126802","Sim","CAR encontrado"
"3029","3126752","Sim","CAR encontrado"
"3030","3126703","Sim","CAR encontrado"
"3031","3126604","Sim","CAR encontrado"
"3032","3126505","Sim","CAR encontrado"
"3033","3126406","Sim","CAR encontrado"
"3034","3126307","Sim","CAR encontrado"
"3035","3126208","Sim","CAR encontrado"
"3036","3126109","Sim","CAR encontrado"
"3037","3126000","Sim","CAR encontrado"
"3038","3125952","Sim","CAR encontrado"
"3039","3125903","Sim","CAR encontrado"
"3040","3125804","Sim","CAR encontrado"
"3041","3125705","Sim","CAR encontrado"
"3042","3125606","Sim","CAR encontrado"
"3043","3125408","Sim","CAR encontrado"
"3044","3125309","Sim","CAR encontrado"
"3045","3125200","Sim","CAR encontrado"
"3046","3125101","Sim","CAR encontrado"
"3047","3125002","Sim","CAR encontrado"
"3048","3124906","Sim","CAR encontrado"
"3049","3124807","Sim","CAR encontrado"
"3050","3124708","Sim","CAR encontrado"
"3051","3124609","Sim","CAR encontrado"
"3052","3124500","Sim","CAR encontrado"
"3053","3124401","Sim","CAR encontrado"
"3054","3124302","Sim","CAR encontrado"
"3055","3124203","Sim","CAR encontrado"
"3056","3124104","Sim","CAR encontrado"
"3057","3124005","Sim","CAR encontrado"
"3058","3123908","Sim","CAR encontrado"
"3059","3123858","Sim","CAR encontrado"
"3060","3123809","Sim","CAR encontrado"
"3061","3123700","Sim","CAR encontrado"
"3062","3123601","Sim","CAR encontrado"
"3063","3123528","Sim","CAR encontrado"
"3064","3123502","Sim","CAR encontrado"
"3065","3123403","Sim","CAR encontrado"
"3066","3123304","Sim","CAR encontrado"
"3067","3123205","Sim","CAR encontrado"
"3068","3123106","Sim","CAR encontrado"
"3069","3123007","Sim","CAR encontrado"
"3070","3122900","Sim","CAR encontrado"
"3071","3122801","Sim","CAR encontrado"
"3072","3122702","Sim","CAR encontrado"
"3073","3122603","Sim","CAR encontrado"
"3074","3122504","Sim","CAR encontrado"
"3075","3122470","Sim","CAR encontrado"
"3076","3122454","Sim","CAR encontrado"
"3077","3122405","Sim","CAR encontrado"
"3078","3122355","Sim","CAR encontrado"
"3079","3122306","Sim","CAR encontrado"
"3080","3122207","Sim","CAR encontrado"
"3081","3122108","Sim","CAR encontrado"
"3082","3122009","Sim","CAR encontrado"
"3083","3121902","Sim","CAR encontrado"
"3084","3121803","Sim","CAR encontrado"
"3085","3121704","Sim","CAR encontrado"
"3086","3121605","Sim","CAR encontrado"
"3087","3121506","Sim","CAR encontrado"
"3088","3121407","Sim","CAR encontrado"
"3089","3121308","Sim","CAR encontrado"
"3090","3121258","Sim","CAR encontrado"
"3091","3121209","Sim","CAR encontrado"
"3092","3121100","Sim","CAR encontrado"
"3093","3121001","Sim","CAR encontrado"
"3094","3120904","Sim","CAR encontrado"
"3095","3120870","Sim","CAR encontrado"
"3096","3120839","Sim","CAR encontrado"
"3097","3120805","Sim","CAR encontrado"
"3098","3120706","Sim","CAR encontrado"
"3099","3120607","Sim","CAR encontrado"
"3100","3120508","Sim","CAR encontrado"
"3101","3120409","Sim","CAR encontrado"
"3102","3120300","Sim","CAR encontrado"
"3103","3120201","Sim","CAR encontrado"
"3104","3120151","Sim","CAR encontrado"
"3105","3120102","Sim","CAR encontrado"
"3106","3120003","Sim","CAR encontrado"
"3107","3119955","Sim","CAR encontrado"
"3108","3119906","Sim","CAR encontrado"
"3109","3119807","Sim","CAR encontrado"
"3110","3119708","Sim","CAR encontrado"
"3111","3119609","Sim","CAR encontrado"
"3112","3119500","Sim","CAR encontrado"
"3113","3119401","Sim","CAR encontrado"
"3114","3119302","Sim","CAR encontrado"
"3115","3119203","Sim","CAR encontrado"
"3116","3119104","Sim","CAR encontrado"
"3117","3119005","Sim","CAR encontrado"
"3118","3118908","Sim","CAR encontrado"
"3119","3118809","Sim","CAR encontrado"
"3120","3118700","Sim","CAR encontrado"
"3121","3118601","Sim","CAR encontrado"
"3122","3118502","Sim","CAR encontrado"
"3123","3118403","Sim","CAR encontrado"
"3124","3118304","Sim","CAR encontrado"
"3125","3118205","Sim","CAR encontrado"
"3126","3118106","Sim","CAR encontrado"
"3127","3118007","Sim","CAR encontrado"
"3128","3117900","Sim","CAR encontrado"
"3129","3117876","Sim","CAR encontrado"
"3130","3117836","Sim","CAR encontrado"
"3131","3117801","Sim","CAR encontrado"
"3132","3117702","Sim","CAR encontrado"
"3133","3117603","Sim","CAR encontrado"
"3134","3117504","Sim","CAR encontrado"
"3135","3117405","Sim","CAR encontrado"
"3136","3117207","Sim","CAR encontrado"
"3137","3117306","Sim","CAR encontrado"
"3138","3115201","Sim","CAR encontrado"
"3139","3117108","Sim","CAR encontrado"
"3140","3117009","Sim","CAR encontrado"
"3141","3116902","Sim","CAR encontrado"
"3142","3116803","Sim","CAR encontrado"
"3143","3116704","Sim","CAR encontrado"
"3144","3116605","Sim","CAR encontrado"
"3145","3116506","Sim","CAR encontrado"
"3146","3116407","Sim","CAR encontrado"
"3147","3116308","Sim","CAR encontrado"
"3148","3116209","Sim","CAR encontrado"
"3149","3116159","Sim","CAR encontrado"
"3150","3116100","Sim","CAR encontrado"
"3151","3116001","Sim","CAR encontrado"
"3152","3115904","Sim","CAR encontrado"
"3153","3115805","Sim","CAR encontrado"
"3154","3115706","Sim","CAR encontrado"
"3155","3115607","Sim","CAR encontrado"
"3156","3115508","Sim","CAR encontrado"
"3157","3115474","Sim","CAR encontrado"
"3158","3115458","Sim","CAR encontrado"
"3159","3115409","Sim","CAR encontrado"
"3160","3115359","Sim","CAR encontrado"
"3161","3115300","Sim","CAR encontrado"
"3162","3115102","Sim","CAR encontrado"
"3163","3115003","Sim","CAR encontrado"
"3164","3114907","Sim","CAR encontrado"
"3165","3114808","Sim","CAR encontrado"
"3166","3114709","Sim","CAR encontrado"
"3167","3114600","Sim","CAR encontrado"
"3168","3114550","Sim","CAR encontrado"
"3169","3114501","Sim","CAR encontrado"
"3170","3114402","Sim","CAR encontrado"
"3171","3114303","Sim","CAR encontrado"
"3172","3114204","Sim","CAR encontrado"
"3173","3114105","Sim","CAR encontrado"
"3174","3114006","Sim","CAR encontrado"
"3175","3113909","Sim","CAR encontrado"
"3176","3113800","Sim","CAR encontrado"
"3177","3113701","Sim","CAR encontrado"
"3178","3113602","Sim","CAR encontrado"
"3179","3113503","Sim","CAR encontrado"
"3180","3113404","Sim","CAR encontrado"
"3181","3113305","Sim","CAR encontrado"
"3182","3113206","Sim","CAR encontrado"
"3183","3113107","Sim","CAR encontrado"
"3184","3113008","Sim","CAR encontrado"
"3185","3112901","Sim","CAR encontrado"
"3186","3112802","Sim","CAR encontrado"
"3187","3112703","Sim","CAR encontrado"
"3188","3112653","Sim","CAR encontrado"
"3189","3112604","Sim","CAR encontrado"
"3190","3112505","Sim","CAR encontrado"
"3191","3112406","Sim","CAR encontrado"
"3192","3112307","Sim","CAR encontrado"
"3193","3112208","Sim","CAR encontrado"
"3194","3112109","Sim","CAR encontrado"
"3195","3112059","Sim","CAR encontrado"
"3196","3112000","Sim","CAR encontrado"
"3197","3111804","Sim","CAR encontrado"
"3198","3111705","Sim","CAR encontrado"
"3199","3111903","Sim","CAR encontrado"
"3200","3111606","Sim","CAR encontrado"
"3201","3111507","Sim","CAR encontrado"
"3202","3111408","Sim","CAR encontrado"
"3203","3111309","Sim","CAR encontrado"
"3204","3111200","Sim","CAR encontrado"
"3205","3111150","Sim","CAR encontrado"
"3206","3111101","Sim","CAR encontrado"
"3207","3111002","Sim","CAR encontrado"
"3208","3110905","Sim","CAR encontrado"
"3209","3110806","Sim","CAR encontrado"
"3210","3110707","Sim","CAR encontrado"
"3211","3110608","Sim","CAR encontrado"
"3212","3110509","Sim","CAR encontrado"
"3213","3110400","Sim","CAR encontrado"
"3214","3110301","Sim","CAR encontrado"
"3215","3110202","Sim","CAR encontrado"
"3216","3110103","Sim","CAR encontrado"
"3217","3110004","Sim","CAR encontrado"
"3218","3109907","Sim","CAR encontrado"
"3219","3109808","Sim","CAR encontrado"
"3220","3102704","Sim","CAR encontrado"
"3221","3109709","Sim","CAR encontrado"
"3222","3109600","Sim","CAR encontrado"
"3223","3109501","Sim","CAR encontrado"
"3224","3109451","Sim","CAR encontrado"
"3225","3109402","Sim","CAR encontrado"
"3226","3109303","Sim","CAR encontrado"
"3227","3109253","Sim","CAR encontrado"
"3228","3109204","Sim","CAR encontrado"
"3229","3109105","Sim","CAR encontrado"
"3230","3109006","Sim","CAR encontrado"
"3231","3108909","Sim","CAR encontrado"
"3232","3108800","Sim","CAR encontrado"
"3233","3108602","Sim","CAR encontrado"
"3234","3108552","Sim","CAR encontrado"
"3235","3108701","Sim","CAR encontrado"
"3236","3108503","Sim","CAR encontrado"
"3237","3108404","Sim","CAR encontrado"
"3238","3108305","Sim","CAR encontrado"
"3239","3108255","Sim","CAR encontrado"
"3240","3108206","Sim","CAR encontrado"
"3241","3108107","Sim","CAR encontrado"
"3242","3108008","Sim","CAR encontrado"
"3243","3107901","Sim","CAR encontrado"
"3244","3107802","Sim","CAR encontrado"
"3245","3107703","Sim","CAR encontrado"
"3246","3107604","Sim","CAR encontrado"
"3247","3107505","Sim","CAR encontrado"
"3248","3107406","Sim","CAR encontrado"
"3249","3107307","Sim","CAR encontrado"
"3250","3107208","Sim","CAR encontrado"
"3251","3107109","Sim","CAR encontrado"
"3252","3107000","Sim","CAR encontrado"
"3253","3106903","Sim","CAR encontrado"
"3254","3106804","Sim","CAR encontrado"
"3255","3106705","Sim","CAR encontrado"
"3256","3106606","Sim","CAR encontrado"
"3257","3106655","Sim","CAR encontrado"
"3258","3106507","Sim","CAR encontrado"
"3259","3106408","Sim","CAR encontrado"
"3260","3106309","Sim","CAR encontrado"
"3261","3106200","Sim","CAR encontrado"
"3262","3106101","Sim","CAR encontrado"
"3263","3106002","Sim","CAR encontrado"
"3264","3105905","Sim","CAR encontrado"
"3265","3105707","Sim","CAR encontrado"
"3266","3105608","Sim","CAR encontrado"
"3267","3105509","Sim","CAR encontrado"
"3268","3105400","Sim","CAR encontrado"
"3269","3105301","Sim","CAR encontrado"
"3270","3105202","Sim","CAR encontrado"
"3271","3105103","Sim","CAR encontrado"
"3272","3105004","Sim","CAR encontrado"
"3273","3104908","Sim","CAR encontrado"
"3274","3104809","Sim","CAR encontrado"
"3275","3104700","Sim","CAR encontrado"
"3276","3104601","Sim","CAR encontrado"
"3277","3104502","Sim","CAR encontrado"
"3278","3104452","Sim","CAR encontrado"
"3279","3104403","Sim","CAR encontrado"
"3280","3104304","Sim","CAR encontrado"
"3281","3104205","Sim","CAR encontrado"
"3282","3104106","Sim","CAR encontrado"
"3283","3104007","Sim","CAR encontrado"
"3284","3103900","Sim","CAR encontrado"
"3285","3103801","Sim","CAR encontrado"
"3286","3103751","Sim","CAR encontrado"
"3287","3103702","Sim","CAR encontrado"
"3288","3103603","Sim","CAR encontrado"
"3289","3103504","Sim","CAR encontrado"
"3290","3103405","Sim","CAR encontrado"
"3291","3103306","Sim","CAR encontrado"
"3292","3103207","Sim","CAR encontrado"
"3293","3103108","Sim","CAR encontrado"
"3294","3103009","Sim","CAR encontrado"
"3295","3102902","Sim","CAR encontrado"
"3296","3102852","Sim","CAR encontrado"
"3297","3102803","Sim","CAR encontrado"
"3298","3102605","Sim","CAR encontrado"
"3299","3102506","Sim","CAR encontrado"
"3300","3102407","Sim","CAR encontrado"
"3301","3102308","Sim","CAR encontrado"
"3302","3102209","Sim","CAR encontrado"
"3303","3102100","Sim","CAR encontrado"
"3304","3153509","Sim","CAR encontrado"
"3305","3102050","Sim","CAR encontrado"
"3306","3102001","Sim","CAR encontrado"
"3307","3101904","Sim","CAR encontrado"
"3308","3101805","Sim","CAR encontrado"
"3309","3101706","Sim","CAR encontrado"
"3310","3101631","Sim","CAR encontrado"
"3311","3101607","Sim","CAR encontrado"
"3312","3101508","Sim","CAR encontrado"
"3313","3101409","Sim","CAR encontrado"
"3314","3101300","Sim","CAR encontrado"
"3315","3101201","Sim","CAR encontrado"
"3316","3101102","Sim","CAR encontrado"
"3317","3101003","Sim","CAR encontrado"
"3318","3100906","Sim","CAR encontrado"
"3319","3100807","Sim","CAR encontrado"
"3320","3100708","Sim","CAR encontrado"
"3321","3100609","Sim","CAR encontrado"
"3322","3100500","Sim","CAR encontrado"
"3323","3100401","Sim","CAR encontrado"
"3324","3100302","Sim","CAR encontrado"
"3325","3100203","Sim","CAR encontrado"
"3326","3100104","Sim","CAR encontrado"
"3327","2933604","Sim","CAR encontrado"
"3328","2933505","Sim","CAR encontrado"
"3329","2933455","Sim","CAR encontrado"
"3330","2933406","Sim","CAR encontrado"
"3331","2933307","Sim","CAR encontrado"
"3332","2933257","Sim","CAR encontrado"
"3333","2933208","Sim","CAR encontrado"
"3334","2933174","Sim","CAR encontrado"
"3335","2933158","Sim","CAR encontrado"
"3336","2933109","Sim","CAR encontrado"
"3337","2933059","Sim","CAR encontrado"
"3338","2933000","Sim","CAR encontrado"
"3339","2932903","Sim","CAR encontrado"
"3340","2932804","Sim","CAR encontrado"
"3341","2932705","Sim","CAR encontrado"
"3342","2932606","Sim","CAR encontrado"
"3343","2932507","Sim","CAR encontrado"
"3344","2932457","Sim","CAR encontrado"
"3345","2932408","Sim","CAR encontrado"
"3346","2932309","Sim","CAR encontrado"
"3347","2932200","Sim","CAR encontrado"
"3348","2932101","Sim","CAR encontrado"
"3349","2932002","Sim","CAR encontrado"
"3350","2931905","Sim","CAR encontrado"
"3351","2931806","Sim","CAR encontrado"
"3352","2931707","Sim","CAR encontrado"
"3353","2931608","Sim","CAR encontrado"
"3354","2931509","Sim","CAR encontrado"
"3355","2931400","Sim","CAR encontrado"
"3356","2931350","Sim","CAR encontrado"
"3357","2931301","Sim","CAR encontrado"
"3358","2931202","Sim","CAR encontrado"
"3359","2931103","Sim","CAR encontrado"
"3360","2931053","Sim","CAR encontrado"
"3361","2931004","Sim","CAR encontrado"
"3362","2930907","Sim","CAR encontrado"
"3363","2930808","Sim","CAR encontrado"
"3364","2930774","Sim","CAR encontrado"
"3365","2930766","Sim","CAR encontrado"
"3366","2930758","Sim","CAR encontrado"
"3367","2930709","Sim","CAR encontrado"
"3368","2930600","Sim","CAR encontrado"
"3369","2930501","Sim","CAR encontrado"
"3370","2930402","Sim","CAR encontrado"
"3371","2930303","Sim","CAR encontrado"
"3372","2930154","Sim","CAR encontrado"
"3373","2930204","Sim","CAR encontrado"
"3374","2930105","Sim","CAR encontrado"
"3375","2930006","Sim","CAR encontrado"
"3376","2929909","Sim","CAR encontrado"
"3377","2929800","Sim","CAR encontrado"
"3378","2929750","Sim","CAR encontrado"
"3379","2929701","Sim","CAR encontrado"
"3380","2929602","Sim","CAR encontrado"
"3381","2929503","Sim","CAR encontrado"
"3382","2929404","Sim","CAR encontrado"
"3383","2929370","Sim","CAR encontrado"
"3384","2929354","Sim","CAR encontrado"
"3385","2929305","Sim","CAR encontrado"
"3386","2929255","Sim","CAR encontrado"
"3387","2929206","Sim","CAR encontrado"
"3388","2929057","Sim","CAR encontrado"
"3389","2929008","Sim","CAR encontrado"
"3390","2929107","Sim","CAR encontrado"
"3391","2928950","Sim","CAR encontrado"
"3392","2928901","Sim","CAR encontrado"
"3393","2928802","Sim","CAR encontrado"
"3394","2928703","Sim","CAR encontrado"
"3395","2928604","Sim","CAR encontrado"
"3396","2928307","Sim","CAR encontrado"
"3397","2928208","Sim","CAR encontrado"
"3398","2928000","Sim","CAR encontrado"
"3399","2928505","Sim","CAR encontrado"
"3400","2928406","Sim","CAR encontrado"
"3401","2928109","Sim","CAR encontrado"
"3402","2928059","Sim","CAR encontrado"
"3403","2927903","Sim","CAR encontrado"
"3404","2927804","Sim","CAR encontrado"
"3405","2927705","Sim","CAR encontrado"
"3406","2927606","Sim","CAR encontrado"
"3407","2927507","Sim","CAR encontrado"
"3408","2927408","Sim","CAR encontrado"
"3409","2927309","Sim","CAR encontrado"
"3410","2927200","Sim","CAR encontrado"
"3411","2927101","Sim","CAR encontrado"
"3412","2927002","Sim","CAR encontrado"
"3413","2926905","Sim","CAR encontrado"
"3414","2926806","Sim","CAR encontrado"
"3415","2926707","Sim","CAR encontrado"
"3416","2926657","Sim","CAR encontrado"
